,1-fold,2-fold,3-fold,4-fold,5-fold,6-fold,7-fold,8-fold,9-fold,10-fold,mean
overall,0.6606701940035273,0.7049390202816522,0.6679114611624117,0.7223156202032015,0.7325245522819179,0.7232416993930739,0.6481467889908257,0.674006116207951,0.6507858546168959,0.7522958705566315,0.6931364389769956
