,1-fold,2-fold,3-fold,4-fold,5-fold,6-fold,7-fold,8-fold,9-fold,10-fold,mean
overall,0.7403880070546737,0.7674011185230106,0.7382536664856056,0.7394927271398289,0.774263431542461,0.7869332381292395,0.694091743119266,0.7954128440366972,0.7102161100196464,0.7803460985818704,0.7524403320572801
