,1-fold,2-fold,3-fold,4-fold,5-fold,6-fold,7-fold,8-fold,9-fold,10-fold,mean
overall,0.7171075837742504,0.7593827909170541,0.7979359043997827,0.7480447335721073,0.788633737723859,0.8102106390574795,0.7407706422018349,0.8131498470948012,0.7543385723641126,0.7989004810395453,0.7725964878828694
