,1-fold,2-fold,3-fold,4-fold,5-fold,6-fold,7-fold,8-fold,9-fold,10-fold,mean
overall,0.6149029982363315,0.6624216696988073,0.6159016838674634,0.7085008405818288,0.7235701906412478,0.7098893252409854,0.6356697247706422,0.6543577981651376,0.650294695481336,0.7349909414631098,0.670421734970063
